MARKET_NAME,Market_Address_Line1,Market_Address_Line2, Market_town , Market_City, Market_District, Market_Pincode
Mysore (Bandipalya),Address_line312,Address_line_313,Mysore (Bandipalya),Mysore (Bandipalya),Mysore (Bandipalya),600312
Kalyan,Address_line313,Address_line_314,Kalyan,Kalyan,Kalyan,600313
Vilaspur,Address_line314,Address_line_315,Vilaspur,Vilaspur,Vilaspur,600314
Anand(Veg,Address_line315,Address_line_316,Anand(Veg,Anand(Veg,Anand(Veg,600315
Washim(Ansing),Address_line316,Address_line_317,Washim(Ansing),Washim(Ansing),Washim(Ansing),600316
Khair,Address_line317,Address_line_318,Khair,Khair,Khair,600317
Godhra(Timbaroad),Address_line318,Address_line_319,Godhra(Timbaroad),Godhra(Timbaroad),Godhra(Timbaroad),600318
Zira,Address_line319,Address_line_320,Zira,Zira,Zira,600319
Degana,Address_line320,Address_line_321,Degana,Degana,Degana,600320
Rahuri,Address_line321,Address_line_322,Rahuri,Rahuri,Rahuri,600321
Kalamnuri,Address_line322,Address_line_323,Kalamnuri,Kalamnuri,Kalamnuri,600322
Unnao,Address_line323,Address_line_324,Unnao,Unnao,Unnao,600323
Mathabhanga,Address_line324,Address_line_325,Mathabhanga,Mathabhanga,Mathabhanga,600324
Senjeri,Address_line325,Address_line_326,Senjeri,Senjeri,Senjeri,600325
Upleta,Address_line326,Address_line_327,Upleta,Upleta,Upleta,600326
Haathras,Address_line327,Address_line_328,Haathras,Haathras,Haathras,600327
Khedli(laxmangarh),Address_line328,Address_line_329,Khedli(laxmangarh),Khedli(laxmangarh),Khedli(laxmangarh),600328
Tharad,Address_line329,Address_line_330,Tharad,Tharad,Tharad,600329
Dhansura,Address_line330,Address_line_331,Dhansura,Dhansura,Dhansura,600330
Santoshgarh,Address_line331,Address_line_332,Santoshgarh,Santoshgarh,Santoshgarh,600331
Biaora,Address_line332,Address_line_333,Biaora,Biaora,Biaora,600332
Taloda,Address_line333,Address_line_334,Taloda,Taloda,Taloda,600333
Kohima,Address_line334,Address_line_335,Kohima,Kohima,Kohima,600334
Nawan Shahar(Mandi Aur),Address_line335,Address_line_336,Nawan Shahar(Mandi Aur),Nawan Shahar(Mandi Aur),Nawan Shahar(Mandi Aur),600335
Sriganganagar(F&V),Address_line336,Address_line_337,Sriganganagar(F&V),Sriganganagar(F&V),Sriganganagar(F&V),600336
Balasinor,Address_line337,Address_line_338,Balasinor,Balasinor,Balasinor,600337
Gonikappal,Address_line338,Address_line_339,Gonikappal,Gonikappal,Gonikappal,600338
Aatpadi,Address_line339,Address_line_340,Aatpadi,Aatpadi,Aatpadi,600339
Dhanotu (Mandi),Address_line340,Address_line_341,Dhanotu (Mandi),Dhanotu (Mandi),Dhanotu (Mandi),600340
Jodhpur (Grain)(Mandor),Address_line341,Address_line_342,Jodhpur (Grain)(Mandor),Jodhpur (Grain)(Mandor),Jodhpur (Grain)(Mandor),600341
Sadulshahar,Address_line342,Address_line_343,Sadulshahar,Sadulshahar,Sadulshahar,600342
Mapusa,Address_line343,Address_line_344,Mapusa,Mapusa,Mapusa,600343
Bina,Address_line344,Address_line_345,Bina,Bina,Bina,600344
Udgir,Address_line345,Address_line_346,Udgir,Udgir,Udgir,600345
Shorapur,Address_line346,Address_line_347,Shorapur,Shorapur,Shorapur,600346
Vandiperiyar,Address_line347,Address_line_348,Vandiperiyar,Vandiperiyar,Vandiperiyar,600347
Mangrol,Address_line348,Address_line_349,Mangrol,Mangrol,Mangrol,600348
Uluberia,Address_line349,Address_line_350,Uluberia,Uluberia,Uluberia,600349
Raipur,Address_line350,Address_line_351,Raipur,Raipur,Raipur,600350
Humanabad,Address_line351,Address_line_352,Humanabad,Humanabad,Humanabad,600351
Puranpur,Address_line352,Address_line_353,Puranpur,Puranpur,Puranpur,600352
Rajkot,Address_line353,Address_line_354,Rajkot,Rajkot,Rajkot,600353
Bargarh(Barapalli),Address_line354,Address_line_355,Bargarh(Barapalli),Bargarh(Barapalli),Bargarh(Barapalli),600354
Atmakur,Address_line355,Address_line_356,Atmakur,Atmakur,Atmakur,600355
Ahmedgarh,Address_line356,Address_line_357,Ahmedgarh,Ahmedgarh,Ahmedgarh,600356
Solapur,Address_line357,Address_line_358,Solapur,Solapur,Solapur,600357
Anandapur,Address_line358,Address_line_359,Anandapur,Anandapur,Anandapur,600358
Banur,Address_line359,Address_line_360,Banur,Banur,Banur,600359
Jullana,Address_line360,Address_line_361,Jullana,Jullana,Jullana,600360
Pochampalli,Address_line361,Address_line_362,Pochampalli,Pochampalli,Pochampalli,600361
Kasganj,Address_line362,Address_line_363,Kasganj,Kasganj,Kasganj,600362
Angamaly,Address_line363,Address_line_364,Angamaly,Angamaly,Angamaly,600363
Nandurbar,Address_line364,Address_line_365,Nandurbar,Nandurbar,Nandurbar,600364
Maksudangarh,Address_line365,Address_line_366,Maksudangarh,Maksudangarh,Maksudangarh,600365
Khariar,Address_line366,Address_line_367,Khariar,Khariar,Khariar,600366
Nawarangpur,Address_line367,Address_line_368,Nawarangpur,Nawarangpur,Nawarangpur,600367
Dhari,Address_line368,Address_line_369,Dhari,Dhari,Dhari,600368
Tonk,Address_line369,Address_line_370,Tonk,Tonk,Tonk,600369
Channarayapatna,Address_line370,Address_line_371,Channarayapatna,Channarayapatna,Channarayapatna,600370
English Bazar,Address_line371,Address_line_372,English Bazar,English Bazar,English Bazar,600371
Narharpur,Address_line372,Address_line_373,Narharpur,Narharpur,Narharpur,600372
Sangrur,Address_line373,Address_line_374,Sangrur,Sangrur,Sangrur,600373
Mangrulpeer,Address_line374,Address_line_375,Mangrulpeer,Mangrulpeer,Mangrulpeer,600374
Bhulath (Ibrahimaaaaval),Address_line375,Address_line_376,Bhulath (Ibrahimaaaaval),Bhulath (Ibrahimaaaaval),Bhulath (Ibrahimaaaaval),600375
Babhulgaon,Address_line376,Address_line_377,Babhulgaon,Babhulgaon,Babhulgaon,600376
Karjan,Address_line377,Address_line_378,Karjan,Karjan,Karjan,600377
Ranebennur,Address_line378,Address_line_379,Ranebennur,Ranebennur,Ranebennur,600378
Mandvi,Address_line379,Address_line_380,Mandvi,Mandvi,Mandvi,600379
Gangavathi,Address_line380,Address_line_381,Gangavathi,Gangavathi,Gangavathi,600380
Pulgaon,Address_line381,Address_line_382,Pulgaon,Pulgaon,Pulgaon,600381
Khamhariya,Address_line382,Address_line_383,Khamhariya,Khamhariya,Khamhariya,600382
Live Stock,Address_line383,Address_line_384,Live Stock,Live Stock,Live Stock,600383
Khirakiya,Address_line384,Address_line_385,Khirakiya,Khirakiya,Khirakiya,600384
Dharwar,Address_line385,Address_line_386,Dharwar,Dharwar,Dharwar,600385
Mauranipur,Address_line386,Address_line_387,Mauranipur,Mauranipur,Mauranipur,600386
Hubli (Amaragol),Address_line387,Address_line_388,Hubli (Amaragol),Hubli (Amaragol),Hubli (Amaragol),600387
Panchpedwa,Address_line388,Address_line_389,Panchpedwa,Panchpedwa,Panchpedwa,600388
Vayalapadu,Address_line389,Address_line_390,Vayalapadu,Vayalapadu,Vayalapadu,600389
Denkanikottai,Address_line390,Address_line_391,Denkanikottai,Denkanikottai,Denkanikottai,600390
Pabiacherra,Address_line391,Address_line_392,Pabiacherra,Pabiacherra,Pabiacherra,600391
Harippad,Address_line392,Address_line_393,Harippad,Harippad,Harippad,600392
Kadi(Kadi cotton Yard),Address_line393,Address_line_394,Kadi(Kadi cotton Yard),Kadi(Kadi cotton Yard),Kadi(Kadi cotton Yard),600393
Kheragarh,Address_line394,Address_line_395,Kheragarh,Kheragarh,Kheragarh,600394
Shrirampur,Address_line395,Address_line_396,Shrirampur,Shrirampur,Shrirampur,600395
Parassala,Address_line396,Address_line_397,Parassala,Parassala,Parassala,600396
Kalapipal,Address_line397,Address_line_398,Kalapipal,Kalapipal,Kalapipal,600397
Mullana,Address_line398,Address_line_399,Mullana,Mullana,Mullana,600398
Palayam,Address_line399,Address_line_400,Palayam,Palayam,Palayam,600399
Dungurapalli,Address_line400,Address_line_401,Dungurapalli,Dungurapalli,Dungurapalli,600400
Dhar,Address_line401,Address_line_402,Dhar,Dhar,Dhar,600401
Sitarganj,Address_line402,Address_line_403,Sitarganj,Sitarganj,Sitarganj,600402
Azadpur,Address_line403,Address_line_404,Azadpur,Azadpur,Azadpur,600403
Hoshiarpur(Sham Churasi),Address_line404,Address_line_405,Hoshiarpur(Sham Churasi),Hoshiarpur(Sham Churasi),Hoshiarpur(Sham Churasi),600404
Burhanpur(F&V),Address_line405,Address_line_406,Burhanpur(F&V),Burhanpur(F&V),Burhanpur(F&V),600405
Bhucho,Address_line406,Address_line_407,Bhucho,Bhucho,Bhucho,600406
Sironj,Address_line407,Address_line_408,Sironj,Sironj,Sironj,600407
Cherthala,Address_line408,Address_line_409,Cherthala,Cherthala,Cherthala,600408
Rajasamand,Address_line409,Address_line_410,Rajasamand,Rajasamand,Rajasamand,600409
Khed,Address_line410,Address_line_411,Khed,Khed,Khed,600410
Hingoli,Address_line411,Address_line_412,Hingoli,Hingoli,Hingoli,600411
Kuchinda,Address_line412,Address_line_413,Kuchinda,Kuchinda,Kuchinda,600412
Katol,Address_line413,Address_line_414,Katol,Katol,Katol,600413
Shivpuri(F&V),Address_line414,Address_line_415,Shivpuri(F&V),Shivpuri(F&V),Shivpuri(F&V),600414
Dholpur,Address_line415,Address_line_416,Dholpur,Dholpur,Dholpur,600415
Shadora,Address_line416,Address_line_417,Shadora,Shadora,Shadora,600416
Vijaypur,Address_line417,Address_line_418,Vijaypur,Vijaypur,Vijaypur,600417
Sidhi,Address_line418,Address_line_419,Sidhi,Sidhi,Sidhi,600418
DEI(Bundi),Address_line419,Address_line_420,DEI(Bundi),DEI(Bundi),DEI(Bundi),600419
Sitmau,Address_line420,Address_line_421,Sitmau,Sitmau,Sitmau,600420
Manora,Address_line421,Address_line_422,Manora,Manora,Manora,600421
Baruipur(Canning),Address_line422,Address_line_423,Baruipur(Canning),Baruipur(Canning),Baruipur(Canning),600422
Kapurthala,Address_line423,Address_line_424,Kapurthala,Kapurthala,Kapurthala,600423
Balrampur,Address_line424,Address_line_425,Balrampur,Balrampur,Balrampur,600424
Valia(Nethrang),Address_line425,Address_line_426,Valia(Nethrang),Valia(Nethrang),Valia(Nethrang),600425
Shahdara,Address_line426,Address_line_427,Shahdara,Shahdara,Shahdara,600426
Tuljapur,Address_line427,Address_line_428,Tuljapur,Tuljapur,Tuljapur,600427
Banthara,Address_line428,Address_line_429,Banthara,Banthara,Banthara,600428
Sirsa,Address_line429,Address_line_430,Sirsa,Sirsa,Sirsa,600429
Jaipur (Grain),Address_line430,Address_line_431,Jaipur (Grain),Jaipur (Grain),Jaipur (Grain),600430
Dharamkot,Address_line431,Address_line_432,Dharamkot,Dharamkot,Dharamkot,600431
Lasalgaon(Niphad),Address_line432,Address_line_433,Lasalgaon(Niphad),Lasalgaon(Niphad),Lasalgaon(Niphad),600432
Valod(Buhari),Address_line433,Address_line_434,Valod(Buhari),Valod(Buhari),Valod(Buhari),600433
Nawalgarh,Address_line434,Address_line_435,Nawalgarh,Nawalgarh,Nawalgarh,600434
Kodumudi,Address_line435,Address_line_436,Kodumudi,Kodumudi,Kodumudi,600435
Shamgarh(F&V),Address_line436,Address_line_437,Shamgarh(F&V),Shamgarh(F&V),Shamgarh(F&V),600436
Jafarganj,Address_line437,Address_line_438,Jafarganj,Jafarganj,Jafarganj,600437
Khunti,Address_line438,Address_line_439,Khunti,Khunti,Khunti,600438
Gadarwada,Address_line439,Address_line_440,Gadarwada,Gadarwada,Gadarwada,600439
Vikasnagar,Address_line440,Address_line_441,Vikasnagar,Vikasnagar,Vikasnagar,600440
Kallachi,Address_line441,Address_line_442,Kallachi,Kallachi,Kallachi,600441
Mehsana(Mehsana Veg),Address_line442,Address_line_443,Mehsana(Mehsana Veg),Mehsana(Mehsana Veg),Mehsana(Mehsana Veg),600442
Gollapally,Address_line443,Address_line_444,Gollapally,Gollapally,Gollapally,600443
Golagokarnath,Address_line444,Address_line_445,Golagokarnath,Golagokarnath,Golagokarnath,600444
Arasikere,Address_line445,Address_line_446,Arasikere,Arasikere,Arasikere,600445
Sangamner,Address_line446,Address_line_447,Sangamner,Sangamner,Sangamner,600446
Dinhata,Address_line447,Address_line_448,Dinhata,Dinhata,Dinhata,600447
Jaspur(UC),Address_line448,Address_line_449,Jaspur(UC),Jaspur(UC),Jaspur(UC),600448
Dinanagar,Address_line449,Address_line_450,Dinanagar,Dinanagar,Dinanagar,600449
Ramnagar,Address_line450,Address_line_451,Ramnagar,Ramnagar,Ramnagar,600450
Chomu,Address_line451,Address_line_452,Chomu,Chomu,Chomu,600451
Yeotmal,Address_line452,Address_line_453,Yeotmal,Yeotmal,Yeotmal,600452
Bathinda,Address_line453,Address_line_454,Bathinda,Bathinda,Bathinda,600453
Memari,Address_line454,Address_line_455,Memari,Memari,Memari,600454
Guntur,Address_line455,Address_line_456,Guntur,Guntur,Guntur,600455
Gundlupet,Address_line456,Address_line_457,Gundlupet,Gundlupet,Gundlupet,600456
Bowenpally,Address_line457,Address_line_458,Bowenpally,Bowenpally,Bowenpally,600457
Naugaon,Address_line458,Address_line_459,Naugaon,Naugaon,Naugaon,600458
Banur (Kheragaju),Address_line459,Address_line_460,Banur (Kheragaju),Banur (Kheragaju),Banur (Kheragaju),600459
Chorichora,Address_line460,Address_line_461,Chorichora,Chorichora,Chorichora,600460
Gondal,Address_line461,Address_line_462,Gondal,Gondal,Gondal,600461
Buldhana,Address_line462,Address_line_463,Buldhana,Buldhana,Buldhana,600462
Raisen,Address_line463,Address_line_464,Raisen,Raisen,Raisen,600463
Rahata,Address_line464,Address_line_465,Rahata,Rahata,Rahata,600464
Faridabad,Address_line465,Address_line_466,Faridabad,Faridabad,Faridabad,600465
Dhamngaon-Railway,Address_line466,Address_line_467,Dhamngaon-Railway,Dhamngaon-Railway,Dhamngaon-Railway,600466
Vita,Address_line467,Address_line_468,Vita,Vita,Vita,600467
Bhadrachalam,Address_line468,Address_line_469,Bhadrachalam,Bhadrachalam,Bhadrachalam,600468
Jawar,Address_line469,Address_line_470,Jawar,Jawar,Jawar,600469
Birmaharajpur,Address_line470,Address_line_471,Birmaharajpur,Birmaharajpur,Birmaharajpur,600470
Jhargram,Address_line471,Address_line_472,Jhargram,Jhargram,Jhargram,600471
Jhijhank,Address_line472,Address_line_473,Jhijhank,Jhijhank,Jhijhank,600472
Faridkot,Address_line473,Address_line_474,Faridkot,Faridkot,Faridkot,600473
Kanker,Address_line474,Address_line_475,Kanker,Kanker,Kanker,600474
Chakur,Address_line475,Address_line_476,Chakur,Chakur,Chakur,600475
Bishalgarh,Address_line476,Address_line_477,Bishalgarh,Bishalgarh,Bishalgarh,600476
Dhanera,Address_line477,Address_line_478,Dhanera,Dhanera,Dhanera,600477
Susner,Address_line478,Address_line_479,Susner,Susner,Susner,600478
Mehsana,Address_line479,Address_line_480,Mehsana,Mehsana,Mehsana,600479
Manakodur,Address_line480,Address_line_481,Manakodur,Manakodur,Manakodur,600480
Nadiyad(Chaklasi),Address_line481,Address_line_482,Nadiyad(Chaklasi),Nadiyad(Chaklasi),Nadiyad(Chaklasi),600481
Dudhani,Address_line482,Address_line_483,Dudhani,Dudhani,Dudhani,600482
Sunam,Address_line483,Address_line_484,Sunam,Sunam,Sunam,600483
K.R. Pet,Address_line484,Address_line_485,K.R. Pet,K.R. Pet,K.R. Pet,600484
Sagar(F&V),Address_line485,Address_line_486,Sagar(F&V),Sagar(F&V),Sagar(F&V),600485
Thrippunithura,Address_line486,Address_line_487,Thrippunithura,Thrippunithura,Thrippunithura,600486
Bardewri,Address_line487,Address_line_488,Bardewri,Bardewri,Bardewri,600487
Monday Market,Address_line488,Address_line_489,Monday Market,Monday Market,Monday Market,600488
Khachrod,Address_line489,Address_line_490,Khachrod,Khachrod,Khachrod,600489
Ajuha,Address_line490,Address_line_491,Ajuha,Ajuha,Ajuha,600490
Neyyatinkara,Address_line491,Address_line_492,Neyyatinkara,Neyyatinkara,Neyyatinkara,600491
Kurali,Address_line492,Address_line_493,Kurali,Kurali,Kurali,600492
Sadhaura,Address_line493,Address_line_494,Sadhaura,Sadhaura,Sadhaura,600493
Husnabad,Address_line494,Address_line_495,Husnabad,Husnabad,Husnabad,600494
Kasdol,Address_line495,Address_line_496,Kasdol,Kasdol,Kasdol,600495
Ambajipeta,Address_line496,Address_line_497,Ambajipeta,Ambajipeta,Ambajipeta,600496
Unava,Address_line497,Address_line_498,Unava,Unava,Unava,600497
Begamganj,Address_line498,Address_line_499,Begamganj,Begamganj,Begamganj,600498
Bagalakot,Address_line499,Address_line_500,Bagalakot,Bagalakot,Bagalakot,600499
Pandhana,Address_line500,Address_line_501,Pandhana,Pandhana,Pandhana,600500
Kurud,Address_line501,Address_line_502,Kurud,Kurud,Kurud,600501
Bariwala,Address_line502,Address_line_503,Bariwala,Bariwala,Bariwala,600502
Kurara,Address_line503,Address_line_504,Kurara,Kurara,Kurara,600503
Athani,Address_line504,Address_line_505,Athani,Athani,Athani,600504
Sorabha,Address_line505,Address_line_506,Sorabha,Sorabha,Sorabha,600505
Valia,Address_line506,Address_line_507,Valia,Valia,Valia,600506
Sirsi,Address_line507,Address_line_508,Sirsi,Sirsi,Sirsi,600507
Vadakkenchery,Address_line508,Address_line_509,Vadakkenchery,Vadakkenchery,Vadakkenchery,600508
Athirampuzha,Address_line509,Address_line_510,Athirampuzha,Athirampuzha,Athirampuzha,600509
Howly,Address_line510,Address_line_511,Howly,Howly,Howly,600510
Parikshitgarh,Address_line511,Address_line_512,Parikshitgarh,Parikshitgarh,Parikshitgarh,600511
Bhulath,Address_line512,Address_line_513,Bhulath,Bhulath,Bhulath,600512
Mulabagilu,Address_line513,Address_line_514,Mulabagilu,Mulabagilu,Mulabagilu,600513
Jasdan,Address_line514,Address_line_515,Jasdan,Jasdan,Jasdan,600514
Sultanpur,Address_line515,Address_line_516,Sultanpur,Sultanpur,Sultanpur,600515
Patran,Address_line516,Address_line_517,Patran,Patran,Patran,600516
Dudhi,Address_line517,Address_line_518,Dudhi,Dudhi,Dudhi,600517
Panvel,Address_line518,Address_line_519,Panvel,Panvel,Panvel,600518
Uthangarai,Address_line519,Address_line_520,Uthangarai,Uthangarai,Uthangarai,600519
Canacona,Address_line520,Address_line_521,Canacona,Canacona,Canacona,600520
Jobat,Address_line521,Address_line_522,Jobat,Jobat,Jobat,600521
Jhalod,Address_line522,Address_line_523,Jhalod,Jhalod,Jhalod,600522
Pandhana(F&V),Address_line523,Address_line_524,Pandhana(F&V),Pandhana(F&V),Pandhana(F&V),600523
Shrigonda,Address_line524,Address_line_525,Shrigonda,Shrigonda,Shrigonda,600524
Kuttoor,Address_line525,Address_line_526,Kuttoor,Kuttoor,Kuttoor,600525
Gogamba,Address_line526,Address_line_527,Gogamba,Gogamba,Gogamba,600526
Kareli,Address_line527,Address_line_528,Kareli,Kareli,Kareli,600527
Lakhnadon,Address_line528,Address_line_529,Lakhnadon,Lakhnadon,Lakhnadon,600528
Amreli,Address_line529,Address_line_530,Amreli,Amreli,Amreli,600529
Ratnagiri (Nachane),Address_line530,Address_line_531,Ratnagiri (Nachane),Ratnagiri (Nachane),Ratnagiri (Nachane),600530
Meerut,Address_line531,Address_line_532,Meerut,Meerut,Meerut,600531
Thamarassery,Address_line532,Address_line_533,Thamarassery,Thamarassery,Thamarassery,600532
Banswada,Address_line533,Address_line_534,Banswada,Banswada,Banswada,600533
Cachar,Address_line534,Address_line_535,Cachar,Cachar,Cachar,600534
Nagamangala,Address_line535,Address_line_536,Nagamangala,Nagamangala,Nagamangala,600535
Chamaraj Nagar,Address_line536,Address_line_537,Chamaraj Nagar,Chamaraj Nagar,Chamaraj Nagar,600536
Purulia,Address_line537,Address_line_538,Purulia,Purulia,Purulia,600537
Negamam,Address_line538,Address_line_539,Negamam,Negamam,Negamam,600538
Lilly,Address_line539,Address_line_540,Lilly,Lilly,Lilly,600539
Mundgod,Address_line540,Address_line_541,Mundgod,Mundgod,Mundgod,600540
Charra,Address_line541,Address_line_542,Charra,Charra,Charra,600541
Malegaon(Vashim),Address_line542,Address_line_543,Malegaon(Vashim),Malegaon(Vashim),Malegaon(Vashim),600542
Egra/contai,Address_line543,Address_line_544,Egra/contai,Egra/contai,Egra/contai,600543
Barabanki,Address_line544,Address_line_545,Barabanki,Barabanki,Barabanki,600544
Chandvad,Address_line545,Address_line_546,Chandvad,Chandvad,Chandvad,600545
Vishalpur,Address_line546,Address_line_547,Vishalpur,Vishalpur,Vishalpur,600546
Irikkur,Address_line547,Address_line_548,Irikkur,Irikkur,Irikkur,600547
Buland Shahr,Address_line548,Address_line_549,Buland Shahr,Buland Shahr,Buland Shahr,600548
Khanina,Address_line549,Address_line_550,Khanina,Khanina,Khanina,600549
Bahadajholla,Address_line550,Address_line_551,Bahadajholla,Bahadajholla,Bahadajholla,600550
Piriya Pattana,Address_line551,Address_line_552,Piriya Pattana,Piriya Pattana,Piriya Pattana,600551
Badwani,Address_line552,Address_line_553,Badwani,Badwani,Badwani,600552
Dhamnod,Address_line553,Address_line_554,Dhamnod,Dhamnod,Dhamnod,600553
Denduluru,Address_line554,Address_line_555,Denduluru,Denduluru,Denduluru,600554
Atru(Kawai Salpura),Address_line555,Address_line_556,Atru(Kawai Salpura),Atru(Kawai Salpura),Atru(Kawai Salpura),600555
Devala,Address_line556,Address_line_557,Devala,Devala,Devala,600556
Mangaon,Address_line557,Address_line_558,Mangaon,Mangaon,Mangaon,600557
Arang,Address_line558,Address_line_559,Arang,Arang,Arang,600558
Palakkad,Address_line559,Address_line_560,Palakkad,Palakkad,Palakkad,600559
Kanakapura,Address_line560,Address_line_561,Kanakapura,Kanakapura,Kanakapura,600560
Mohanpur,Address_line561,Address_line_562,Mohanpur,Mohanpur,Mohanpur,600561
Shadnagar,Address_line562,Address_line_563,Shadnagar,Shadnagar,Shadnagar,600562
Rehli,Address_line563,Address_line_564,Rehli,Rehli,Rehli,600563
Dhariwal,Address_line564,Address_line_565,Dhariwal,Dhariwal,Dhariwal,600564
Ernakulam,Address_line565,Address_line_566,Ernakulam,Ernakulam,Ernakulam,600565
Ajnala,Address_line566,Address_line_567,Ajnala,Ajnala,Ajnala,600566
Savali,Address_line567,Address_line_568,Savali,Savali,Savali,600567
Gadarpur,Address_line568,Address_line_569,Gadarpur,Gadarpur,Gadarpur,600568
Matar(Limbasi),Address_line569,Address_line_570,Matar(Limbasi),Matar(Limbasi),Matar(Limbasi),600569
Barara,Address_line570,Address_line_571,Barara,Barara,Barara,600570
Jahangirabad,Address_line571,Address_line_572,Jahangirabad,Jahangirabad,Jahangirabad,600571
Thalasserry,Address_line572,Address_line_573,Thalasserry,Thalasserry,Thalasserry,600572
Sambalpur,Address_line573,Address_line_574,Sambalpur,Sambalpur,Sambalpur,600573
Rayya,Address_line574,Address_line_575,Rayya,Rayya,Rayya,600574
Guar Seed(Cluster Beans Seed),Address_line575,Address_line_576,Guar Seed(Cluster Beans Seed),Guar Seed(Cluster Beans Seed),Guar Seed(Cluster Beans Seed),600575
Mandsaur(F&V),Address_line576,Address_line_577,Mandsaur(F&V),Mandsaur(F&V),Mandsaur(F&V),600576
Samalkha,Address_line577,Address_line_578,Samalkha,Samalkha,Samalkha,600577
Katra,Address_line578,Address_line_579,Katra,Katra,Katra,600578
Dhekiajuli,Address_line579,Address_line_580,Dhekiajuli,Dhekiajuli,Dhekiajuli,600579
Hanagal,Address_line580,Address_line_581,Hanagal,Hanagal,Hanagal,600580
Amoda,Address_line581,Address_line_582,Amoda,Amoda,Amoda,600581
Papparapatti,Address_line582,Address_line_583,Papparapatti,Papparapatti,Papparapatti,600582
Khamano,Address_line583,Address_line_584,Khamano,Khamano,Khamano,600583
Udhampur,Address_line584,Address_line_585,Udhampur,Udhampur,Udhampur,600584
Darwha,Address_line585,Address_line_586,Darwha,Darwha,Darwha,600585
Chandoli,Address_line586,Address_line_587,Chandoli,Chandoli,Chandoli,600586
Honnali,Address_line587,Address_line_588,Honnali,Honnali,Honnali,600587
Rudrapur,Address_line588,Address_line_589,Rudrapur,Rudrapur,Rudrapur,600588
Lalganj,Address_line589,Address_line_590,Lalganj,Lalganj,Lalganj,600589
Vankaner(Sub yard),Address_line590,Address_line_591,Vankaner(Sub yard),Vankaner(Sub yard),Vankaner(Sub yard),600590
Chhindwara(F&V),Address_line591,Address_line_592,Chhindwara(F&V),Chhindwara(F&V),Chhindwara(F&V),600591
Mandhal,Address_line592,Address_line_593,Mandhal,Mandhal,Mandhal,600592
Kalikiri,Address_line593,Address_line_594,Kalikiri,Kalikiri,Kalikiri,600593
Khaniadhana,Address_line594,Address_line_595,Khaniadhana,Khaniadhana,Khaniadhana,600594
Ahmedabad,Address_line595,Address_line_596,Ahmedabad,Ahmedabad,Ahmedabad,600595
Islampur,Address_line596,Address_line_597,Islampur,Islampur,Islampur,600596
Shahpura,Address_line597,Address_line_598,Shahpura,Shahpura,Shahpura,600597
Pehowa,Address_line598,Address_line_599,Pehowa,Pehowa,Pehowa,600598
Harappana Halli,Address_line599,Address_line_600,Harappana Halli,Harappana Halli,Harappana Halli,600599
Ding,Address_line600,Address_line_601,Ding,Ding,Ding,600600
Baikunthpur,Address_line601,Address_line_602,Baikunthpur,Baikunthpur,Baikunthpur,600601
Madanganj Kishanganj,Address_line602,Address_line_603,Madanganj Kishanganj,Madanganj Kishanganj,Madanganj Kishanganj,600602
Aluva,Address_line603,Address_line_604,Aluva,Aluva,Aluva,600603
Damnagar,Address_line604,Address_line_605,Damnagar,Damnagar,Damnagar,600604
Kadur,Address_line605,Address_line_606,Kadur,Kadur,Kadur,600605
Sira,Address_line606,Address_line_607,Sira,Sira,Sira,600606
Thodupuzha,Address_line607,Address_line_608,Thodupuzha,Thodupuzha,Thodupuzha,600607
Burdwan,Address_line608,Address_line_609,Burdwan,Burdwan,Burdwan,600608
Yellareddy,Address_line609,Address_line_610,Yellareddy,Yellareddy,Yellareddy,600609
Kesli,Address_line610,Address_line_611,Kesli,Kesli,Kesli,600610
Gharaunda,Address_line611,Address_line_612,Gharaunda,Gharaunda,Gharaunda,600611
Bandhabazar,Address_line612,Address_line_613,Bandhabazar,Bandhabazar,Bandhabazar,600612
Kangra(Baijnath),Address_line613,Address_line_614,Kangra(Baijnath),Kangra(Baijnath),Kangra(Baijnath),600613
Koduvayoor,Address_line614,Address_line_615,Koduvayoor,Koduvayoor,Koduvayoor,600614
Gulavati,Address_line615,Address_line_616,Gulavati,Gulavati,Gulavati,600615
Pune(Pimpri),Address_line616,Address_line_617,Pune(Pimpri),Pune(Pimpri),Pune(Pimpri),600616
Nawabganj,Address_line617,Address_line_618,Nawabganj,Nawabganj,Nawabganj,600617
Sarangarh,Address_line618,Address_line_619,Sarangarh,Sarangarh,Sarangarh,600618
Indore,Address_line619,Address_line_620,Indore,Indore,Indore,600619
Bara Bazar (Posta Bazar),Address_line620,Address_line_621,Bara Bazar (Posta Bazar),Bara Bazar (Posta Bazar),Bara Bazar (Posta Bazar),600620
Jalana,Address_line621,Address_line_622,Jalana,Jalana,Jalana,600621
Chikkamagalore,Address_line622,Address_line_623,Chikkamagalore,Chikkamagalore,Chikkamagalore,600622
Badamalhera,Address_line623,Address_line_624,Badamalhera,Badamalhera,Badamalhera,600623
Doddaballa Pur,Address_line624,Address_line_625,Doddaballa Pur,Doddaballa Pur,Doddaballa Pur,600624
Nandikotkur,Address_line625,Address_line_626,Nandikotkur,Nandikotkur,Nandikotkur,600625
Shahaswan,Address_line626,Address_line_627,Shahaswan,Shahaswan,Shahaswan,600626
Jagatsinghpur,Address_line627,Address_line_628,Jagatsinghpur,Jagatsinghpur,Jagatsinghpur,600627
Sikar,Address_line628,Address_line_629,Sikar,Sikar,Sikar,600628
